Site,Time Point,Live Hard Coral,Dead Coral,"Soft Coral, Fire Coral",Zoanthid,Other Invertebrates,Sponge,CCA,Other Algae,"Substrate (Rubble, sand)"
Almirante,T7,24,4,0,9,6,6,0,0,50
Almirante,T7,11,16,0,1,5,6,0,0,61
Almirante,T7,56,1,0,0,1,2,0,0,40
Almirante,T7,15,17,0,0,7,9,0,0,52
Almirante,T7,25,19,0,0,7,5,0,0,43
Almirante,T7,18,18,0,0,4,8,0,2,50
Almirante,T7,10,6,0,0,6,42,0,1,35
Almirante,T7,1,1,0,0,7,27,0,9,55
Almirante,T7,27,5,0,0,3,21,0,2,42
Almirante,T7,30,2,0,0,10,5,1,3,49
Almirante,T7,29,6,0,0,8,10,0,11,36
Almirante,T7,43,1,0,0,9,12,0,1,34
Almirante,T7,16,6,0,0,10,14,2,6,46
Almirante,T7,35,3,0,0,9,20,0,9,24
Almirante,T7,27,7,0,0,3,14,0,28,20
Almirante,T7,8,2,0,0,5,38,0,29,17
Caracol,T7,8,21,0,0,0,2,0,1,67
Caracol,T7,0,23,0,0,0,2,0,0,75
Caracol,T7,0,33,0,0,0,3,0,0,64
Caracol,T7,36,0,0,0,0,8,0,0,54
Caracol,T7,18,22,0,0,0,11,0,0,49
Caracol,T7,4,11,0,0,0,3,0,4,77
Caracol,T7,3,4,0,0,0,0,0,36,56
Caracol,T7,0,0,0,0,0,0,0,0,100
Caracol,T7,2,4,0,0,0,0,0,1,92
Caracol,T7,10,9,0,0,0,22,0,0,59
Caracol,T7,36,0,0,0,0,0,0,1,63
Cayo Roldan,T7,61,0,3,16,6,5,0,0,9
Cayo Roldan,T7,24,0,19,19,6,5,0,2,25
Cayo Roldan,T7,34,0,0,13,8,4,1,5,35
Cayo Roldan,T7,32,3,2,11,8,8,3,7,26
Cayo Roldan,T7,37,0,0,20,0,27,0,1,13
Cayo Roldan,T7,44,1,0,7,10,6,0,4,27
Cayo Roldan,T7,76,0,1,4,3,3,0,0,12
Cayo Roldan,T7,29,0,2,14,6,38,0,1,10
Cayo Roldan,T7,1,0,0,18,14,24,0,0,43
Cayo Roldan,T7,20,1,3,10,3,4,1,22,36
Cayo Roldan,T7,15,3,11,7,9,11,0,1,43
Coral Cay,T7,0,0,2,0,0,0,3,93,2
Coral Cay,T7,4,2,3,0,2,0,10,77,2
Coral Cay,T7,5,2,4,0,0,0,4,84,1
Coral Cay,T7,2,0,7,4,1,2,31,53,0
Coral Cay,T7,10,3,5,8,2,7,17,46,2
Coral Cay,T7,46,5,24,0,4,2,15,4,0
Coral Cay,T7,0,0,5,0,0,1,19,73,2
Coral Cay,T7,7,0,3,0,1,1,11,75,2
Coral Cay,T7,17,4,20,9,0,4,16,28,0
Coral Cay,T7,3,0,7,5,11,0,63,11,0
Coral Cay,T7,5,0,2,0,5,1,73,14,0
Hospital Point,T7,8,53,13,0,1,4,2,19,0
Hospital Point,T7,3,73,15,0,0,0,0,7,0
Hospital Point,T7,91,3,0,0,0,0,0,6,0
Hospital Point,T7,17,40,11,0,0,0,1,29,0
Hospital Point,T7,26,35,4,0,0,0,10,24,0
Hospital Point,T7,15,57,0,0,0,2,10,15,0
Hospital Point,T7,10,54,6,0,0,0,8,21,1
Hospital Point,T7,2,55,4,0,0,0,12,27,0
Hospital Point,T7,5,43,0,0,2,0,11,34,4
Hospital Point,T7,17,9,14,0,1,18,14,15,12
Hospital Point,T7,50,3,0,0,0,15,7,20,4
Mainland,T7,1,40,0,23,4,5,21,3,3
Mainland,T7,0,37,0,14,2,8,23,13,1
Mainland,T7,2,26,0,9,6,34,16,7,0
Mainland,T7,13,11,0,2,0,26,16,32,0
Mainland,T7,0,66,0,2,3,28,1,0,0
Mainland,T7,28,15,0,13,2,12,10,19,0
Mainland,T7,0,50,0,0,1,2,34,13,0
Mainland,T7,0,24,0,1,5,3,60,7,0
Mainland,T7,0,31,0,0,6,29,30,4,0
Mainland,T7,0,62,0,3,5,3,23,3,1
Mainland,T7,61,13,0,1,4,19,0,1,0
Pastores,T7,0,0,0,32,2,30,0,2,34
Pastores,T7,0,0,0,10,4,33,0,2,51
Pastores,T7,3,0,0,54,3,32,0,0,8
Pastores,T7,0,0,0,26,8,39,0,1,25
Pastores,T7,3,0,0,18,1,23,0,1,54
Pastores,T7,0,0,0,15,2,33,0,4,45
Pastores,T7,0,1,0,30,3,24,0,6,35
Pastores,T7,1,0,0,8,7,28,0,2,52
Pastores,T7,0,0,0,5,4,15,0,16,60
Pastores,T7,1,0,0,36,8,15,0,21,19
Pastores,T7,2,0,0,13,11,28,0,1,45
Popa,T7,20,3,4,0,0,0,2,71,0
Popa,T7,16,3,23,0,3,0,19,35,1
Popa,T7,7,1,0,0,2,1,10,75,4
Popa,T7,5,0,7,0,4,0,11,69,1
Popa,T7,24,1,0,1,7,10,11,40,6
Popa,T7,3,0,1,0,0,0,0,95,1
Popa,T7,3,0,0,0,0,1,0,96,0
Popa,T7,4,0,0,0,0,0,1,95,0
Popa,T7,4,0,0,0,0,0,0,94,2
Popa,T7,2,0,0,0,0,1,0,96,0
Popa,T7,4,0,2,0,0,0,0,91,3
Punta Juan,T7,20,6,1,3,4,4,21,9,31
Punta Juan,T7,7,5,9,1,6,10,21,17,23
Punta Juan,T7,40,10,8,2,2,11,1,13,13
Punta Juan,T7,12,24,13,1,3,19,13,12,3
Punta Juan,T7,20,1,0,31,3,7,25,5,8
Punta Juan,T7,39,6,0,0,2,4,0,9,40
Punta Juan,T7,3,0,54,2,0,5,0,1,35
Punta Juan,T7,5,4,56,1,0,11,0,4,19
Punta Juan,T7,8,14,52,1,2,11,0,2,10
Punta Juan,T7,9,0,71,0,3,5,0,1,11
Punta Juan,T7,33,0,19,0,4,7,28,9,0
Salt Creek,T7,50,1,1,0,1,1,4,41,1
Salt Creek,T7,24,5,19,0,1,0,8,42,1
Salt Creek,T7,19,2,0,0,0,0,4,75,0
Salt Creek,T7,22,10,20,0,3,0,6,19,20
Salt Creek,T7,22,1,3,0,2,2,7,55,8
Salt Creek,T7,6,0,0,0,0,0,16,76,2
Salt Creek,T7,37,0,14,0,1,0,6,42,0
Salt Creek,T7,4,0,3,0,1,1,3,57,31
Salt Creek,T7,50,3,6,0,1,0,2,38,0
Salt Creek,T7,1,0,0,0,0,0,0,52,47
Salt Creek,T7,17,29,15,0,1,1,16,21,0
STRI,T7,1,2,0,0,3,12,0,5,77
STRI,T7,13,2,0,0,0,13,0,1,71
STRI,T7,6,64,0,0,1,15,6,3,5
STRI,T7,11,1,0,0,0,28,0,2,58
STRI,T7,18,19,0,0,3,42,1,2,11
STRI,T7,5,18,0,0,1,20,0,7,49
STRI,T7,4,18,0,0,1,30,0,5,41
STRI,T7,0,43,0,0,0,9,0,18,30
STRI,T7,0,39,0,0,2,30,0,2,27
STRI,T7,4,7,0,0,1,39,0,3,46
Almirante,T8,38,12,0,0,4,8,0,0,38
Almirante,T8,12,2,2,4,2,14,0,0,54
Almirante,T8,52,12,0,0,0,2,0,0,32
Almirante,T8,12,4,0,6,2,12,0,0,58
Almirante,T8,20,8,0,2,0,10,0,2,54
Almirante,T8,46,6,0,0,0,6,0,0,36
Almirante,T8,14,6,0,0,0,10,0,0,66
Almirante,T8,6,6,0,4,6,6,0,0,66
Almirante,T8,26,4,0,0,0,6,0,2,48
Almirante,T8,6,2,4,0,2,24,0,2,58
Almirante,T8,10,6,0,2,2,28,0,0,46
Almirante,T8,28,6,0,0,2,28,0,4,28
Almirante,T8,32,2,0,0,0,8,0,0,50
Almirante,T8,42,8,0,0,2,8,0,4,26
Almirante,T8,50,0,0,0,2,14,0,0,24
Almirante,T8,42,0,0,0,2,12,0,0,38
Almirante,T8,46,0,0,2,0,0,4,0,34
Almirante,T8,32,0,0,0,0,12,0,0,48
Almirante,T8,28,2,0,10,6,14,0,6,32
Almirante,T8,18,0,0,2,2,12,2,20,40
Caracol,T8,0,16,0,0,0,8,0,10,60
Caracol,T8,2,8,0,0,0,4,0,0,80
Caracol,T8,0,26,0,0,0,8,0,2,64
Caracol,T8,34,10,0,0,0,0,0,2,50
Caracol,T8,18,20,0,0,0,8,0,0,48
Caracol,T8,2,16,0,0,0,14,0,2,62
Caracol,T8,4,22,0,0,0,6,0,0,64
Caracol,T8,0,0,0,0,0,0,0,0,92
Caracol,T8,8,2,0,0,0,0,0,0,86
Caracol,T8,12,26,0,0,0,16,0,0,46
Caracol,T8,24,0,0,0,0,0,0,0,66
Cayo Roldan,T8,38,8,0,24,6,8,0,0,8
Cayo Roldan,T8,6,24,10,22,0,26,0,2,10
Cayo Roldan,T8,8,30,4,16,8,2,0,0,24
Cayo Roldan,T8,16,28,12,14,4,0,0,0,22
Cayo Roldan,T8,14,26,4,14,0,8,0,0,20
Cayo Roldan,T8,52,10,2,6,2,0,0,0,22
Cayo Roldan,T8,38,24,2,12,2,6,0,0,12
Cayo Roldan,T8,0,2,2,2,2,30,0,0,54
Cayo Roldan,T8,20,6,0,4,0,20,0,0,42
Cayo Roldan,T8,16,4,4,18,0,4,0,2,40
Cayo Roldan,T8,12,6,10,18,4,14,0,2,24
Coral Cay,T8,0,0,2,0,4,0,14,68,2
Coral Cay,T8,2,4,4,0,2,0,14,58,4
Coral Cay,T8,16,24,2,0,0,0,2,42,0
Coral Cay,T8,8,0,2,2,0,0,4,72,0
Coral Cay,T8,6,20,4,4,0,2,8,36,10
Coral Cay,T8,30,0,8,0,2,14,2,32,2
Coral Cay,T8,8,16,0,0,0,6,32,28,2
Coral Cay,T8,14,12,2,0,0,2,2,46,6
Coral Cay,T8,22,0,4,2,0,2,30,14,16
Coral Cay,T8,32,0,4,16,0,0,30,4,2
Coral Cay,T8,44,0,0,0,0,0,26,18,6
Hospital Point,T8,14,10,28,0,0,0,2,12,20
Hospital Point,T8,6,4,20,0,0,0,0,22,46
Hospital Point,T8,24,10,18,0,0,6,4,8,24
Hospital Point,T8,8,4,26,0,0,0,0,36,20
Hospital Point,T8,18,2,30,0,0,0,0,24,18
Hospital Point,T8,4,2,12,0,0,6,6,42,22
Hospital Point,T8,6,2,2,0,0,0,4,24,62
Hospital Point,T8,32,0,4,0,2,0,0,12,44
Hospital Point,T8,2,4,4,0,0,0,8,36,42
Hospital Point,T8,18,2,24,0,0,8,8,2,30
Hospital Point,T8,46,0,2,0,0,16,2,0,30
Mainland,T8,8,2,0,18,6,14,0,0,40
Mainland,T8,28,0,2,24,0,10,2,4,16
Mainland,T8,10,16,0,18,2,18,0,0,24
Mainland,T8,36,16,0,16,0,16,0,0,2
Mainland,T8,26,20,0,14,6,18,0,0,12
Mainland,T8,26,18,0,26,0,14,0,0,14
Mainland,T8,2,28,0,24,4,6,0,6,22
Mainland,T8,0,46,0,16,6,4,0,10,12
Mainland,T8,0,16,0,8,10,22,0,2,40
Mainland,T8,0,14,0,6,6,2,0,6,56
Mainland,T8,38,0,0,24,0,12,0,2,12
Pastores,T8,2,0,0,22,2,28,0,4,36
Pastores,T8,6,0,0,16,0,24,0,0,44
Pastores,T8,12,0,0,28,4,30,2,0,22
Pastores,T8,16,2,0,18,2,30,0,0,28
Pastores,T8,16,0,0,2,6,30,0,10,28
Pastores,T8,0,0,0,8,0,32,0,0,52
Pastores,T8,2,0,4,30,2,18,0,0,32
Pastores,T8,0,0,0,20,0,26,0,2,50
Pastores,T8,0,0,0,14,0,24,0,0,62
Pastores,T8,2,0,0,42,0,16,0,0,38
Pastores,T8,0,0,0,16,0,22,0,0,62
Punta Juan,T8,30,10,8,0,2,4,0,0,40
Punta Juan,T8,0,14,18,8,0,8,0,2,50
Punta Juan,T8,0,10,14,0,2,34,0,6,32
Punta Juan,T8,6,0,0,24,0,14,2,24,28
Punta Juan,T8,22,4,4,0,2,8,0,4,52
Punta Juan,T8,2,0,28,0,2,24,0,4,38
Punta Juan,T8,0,0,26,0,6,24,0,14,28
Punta Juan,T8,12,4,64,0,2,6,0,0,6
Punta Juan,T8,58,12,10,0,0,16,0,0,0
Salt Creek,T8,42,8,0,0,0,4,0,30,0
Salt Creek,T8,32,26,2,0,0,0,4,8,20
Salt Creek,T8,8,10,0,0,0,0,0,58,12
Salt Creek,T8,22,12,22,0,0,0,0,22,14
Salt Creek,T8,6,20,0,0,0,4,0,40,28
Salt Creek,T8,14,14,2,0,2,0,0,68,0
Salt Creek,T8,24,16,14,0,2,0,4,2,22
Salt Creek,T8,10,30,2,0,2,0,2,10,42
Salt Creek,T8,58,4,6,0,0,0,0,18,2
Salt Creek,T8,6,2,0,0,0,0,0,24,52
Salt Creek,T8,22,34,6,0,4,0,4,18,0
STRI,T8,12,2,0,0,0,24,0,0,54
STRI,T8,22,0,0,0,0,26,0,0,44
STRI,T8,0,54,0,0,2,6,0,6,26
STRI,T8,22,2,0,0,0,40,0,0,30
STRI,T8,10,8,0,0,0,24,0,0,42
STRI,T8,4,12,0,0,0,38,0,0,42
STRI,T8,8,6,0,0,2,20,0,0,60
STRI,T8,12,2,0,0,4,32,0,0,44
STRI,T8,16,2,0,0,0,40,0,0,38
STRI,T8,4,8,0,0,0,42,0,0,42
Almirante,T9,0,34,0,4,0,16,0,10,34
Almirante,T9,0,8,0,2,4,4,0,20,62
Almirante,T9,2,52,0,0,0,2,0,20,20
Almirante,T9,0,6,0,14,0,12,0,12,56
Almirante,T9,0,0,0,4,0,22,2,20,52
Almirante,T9,0,24,0,0,8,4,0,18,42
Almirante,T9,0,0,0,0,0,8,0,14,76
Almirante,T9,0,0,0,0,4,10,0,10,74
Almirante,T9,0,16,0,0,0,10,0,8,64
Almirante,T9,0,0,4,0,0,22,0,18,52
Almirante,T9,0,0,0,0,6,8,0,14,70
Almirante,T9,0,18,0,0,0,30,0,14,36
Almirante,T9,0,20,0,0,4,10,0,16,42
Almirante,T9,0,8,0,0,0,12,0,36,36
Almirante,T9,0,12,0,0,0,16,0,26,42
Almirante,T9,0,30,4,0,0,2,0,6,54
Almirante,T9,0,24,0,0,0,10,0,4,58
Almirante,T9,0,8,0,2,2,10,0,28,40
Almirante,T9,6,12,0,0,2,12,0,4,60
Caracol,T9,0,4,0,0,2,12,0,20,60
Caracol,T9,0,0,0,0,0,4,0,6,86
Caracol,T9,6,6,0,4,0,10,10,4,56
Caracol,T9,30,6,0,0,0,0,0,2,62
Caracol,T9,26,8,0,0,0,6,2,2,54
Caracol,T9,4,4,0,0,0,4,6,10,64
Caracol,T9,12,4,0,0,0,2,0,14,66
Caracol,T9,0,0,0,0,0,0,0,0,92
Caracol,T9,2,10,0,0,0,0,0,2,84
Caracol,T9,4,16,0,0,0,16,0,4,58
Caracol,T9,26,10,0,0,0,0,0,4,60
Cayo Roldan,T9,24,12,2,52,0,0,0,4,2
Cayo Roldan,T9,0,6,10,40,6,18,4,4,10
Cayo Roldan,T9,2,10,0,40,2,4,0,4,34
Cayo Roldan,T9,2,4,10,42,4,6,0,2,24
Cayo Roldan,T9,12,8,2,40,2,4,0,4,28
Cayo Roldan,T9,28,10,0,22,0,2,0,4,28
Cayo Roldan,T9,10,20,0,34,2,8,0,4,18
Cayo Roldan,T9,2,2,0,12,2,12,0,0,62
Cayo Roldan,T9,2,2,0,38,2,12,0,2,36
Cayo Roldan,T9,2,0,0,46,0,4,0,4,44
Cayo Roldan,T9,4,10,6,38,2,10,0,0,28
Coral Cay,T9,4,0,2,0,0,0,6,86,2
Coral Cay,T9,2,0,2,0,0,2,4,80,10
Coral Cay,T9,16,2,8,0,0,0,16,54,2
Coral Cay,T9,10,0,4,0,0,0,0,84,2
Coral Cay,T9,14,0,2,6,0,18,4,56,0
Coral Cay,T9,0,8,8,0,4,2,6,70,2
Coral Cay,T9,8,0,0,4,8,6,16,42,16
Coral Cay,T9,10,0,0,0,2,0,32,34,22
Coral Cay,T9,20,0,2,0,2,6,10,44,16
Coral Cay,T9,6,0,26,0,2,6,18,36,4
Coral Cay,T9,0,0,2,22,0,14,16,40,4
Coral Cay,T9,2,0,0,0,12,0,16,46,24
Hospital Point,T9,8,4,24,0,0,10,4,6,34
Hospital Point,T9,0,0,2,0,0,2,8,6,72
Hospital Point,T9,16,22,2,0,0,0,8,30,18
Hospital Point,T9,0,6,18,0,0,10,4,6,54
Hospital Point,T9,8,10,4,0,0,0,10,2,64
Hospital Point,T9,2,2,6,0,0,16,6,12,54
Hospital Point,T9,0,2,2,0,0,6,4,0,84
Hospital Point,T9,4,0,0,0,0,8,2,8,76
Hospital Point,T9,2,4,2,0,0,4,6,30,50
Hospital Point,T9,2,0,6,0,0,10,4,4,74
Hospital Point,T9,30,2,2,0,0,24,0,0,40
Mainland,T9,6,0,0,12,8,30,0,0,38
Mainland,T9,10,6,0,26,0,28,0,0,20
Mainland,T9,6,0,0,30,2,26,2,0,32
Mainland,T9,18,12,0,26,2,22,0,4,10
Mainland,T9,6,2,0,36,0,28,0,0,20
Mainland,T9,4,12,0,38,4,12,0,8,18
Mainland,T9,0,16,0,12,2,14,2,20,28
Mainland,T9,0,8,0,38,4,10,0,0,36
Mainland,T9,0,6,2,14,4,18,0,2,50
Mainland,T9,0,8,0,12,0,6,0,0,66
Mainland,T9,0,0,0,32,4,22,0,18,24
Pastores,T9,4,0,0,12,6,10,0,4,64
Pastores,T9,4,0,0,16,4,42,2,0,30
Pastores,T9,10,4,0,36,4,20,0,2,16
Pastores,T9,4,2,2,16,2,38,0,0,32
Pastores,T9,2,4,0,12,0,46,0,0,34
Pastores,T9,0,0,0,28,0,16,0,0,52
Pastores,T9,2,0,0,26,2,28,0,0,38
Pastores,T9,0,2,0,20,2,32,0,0,40
Pastores,T9,2,0,0,10,2,6,0,0,76
Pastores,T9,0,2,0,38,4,20,0,0,30
Pastores,T9,0,0,0,28,12,26,0,2,30
Popa,T9,0,0,2,0,2,6,2,68,20
Popa,T9,2,0,0,0,2,0,8,84,4
Popa,T9,0,0,0,0,4,0,6,84,6
Popa,T9,0,0,0,0,2,4,6,80,8
Popa,T9,2,0,0,0,0,0,4,88,6
Popa,T9,2,0,0,0,0,0,10,78,10
Popa,T9,2,0,0,0,0,0,2,86,10
Popa,T9,4,0,0,0,2,0,2,60,32
Popa,T9,0,0,2,0,0,0,0,96,2
Popa,T9,0,0,0,0,0,0,0,100,0
Punta Juan,T9,2,0,8,0,6,2,0,0,82
Punta Juan,T9,12,2,4,0,0,12,2,12,50
Punta Juan,T9,8,8,10,0,2,28,0,8,28
Punta Juan,T9,16,6,22,0,0,12,2,12,22
Punta Juan,T9,10,4,12,0,2,30,0,8,34
Punta Juan,T9,4,4,0,16,0,18,8,26,24
Punta Juan,T9,2,4,4,0,0,22,2,12,54
Punta Juan,T9,8,0,42,0,0,24,0,6,14
Punta Juan,T9,24,2,38,0,2,18,0,4,8
Punta Juan,T9,12,14,52,0,4,10,0,0,8
Punta Juan,T9,8,0,44,0,4,12,4,8,20
Punta Juan,T9,18,6,32,0,2,18,0,4,20
Punta Juan,T9,62,6,2,0,0,12,2,10,4
Salt Creek,T9,8,0,4,0,0,0,0,80,8
Salt Creek,T9,8,6,16,0,0,2,6,36,24
Salt Creek,T9,4,0,0,0,0,0,4,50,38
Salt Creek,T9,8,2,22,0,0,0,2,40,20
Salt Creek,T9,0,0,0,0,0,0,8,36,52
Salt Creek,T9,4,0,2,0,0,0,2,82,8
Salt Creek,T9,36,2,12,0,0,0,4,8,38
Salt Creek,T9,0,2,2,0,0,0,6,6,84
Salt Creek,T9,4,8,12,0,0,0,2,68,4
Salt Creek,T9,0,0,0,0,0,0,0,2,96
Salt Creek,T9,2,26,4,0,4,0,14,28,16
STRI,T9,2,0,0,0,0,20,0,0,76
STRI,T9,12,0,0,0,0,16,0,0,68
STRI,T9,2,4,0,0,2,14,2,0,76
STRI,T9,0,2,0,0,0,24,0,8,64
STRI,T9,0,2,0,0,0,20,0,4,72
STRI,T9,0,18,0,0,4,32,0,0,44
STRI,T9,0,6,0,0,0,8,0,0,82
STRI,T9,0,8,0,0,0,20,0,0,70
STRI,T9,0,6,0,0,0,36,2,2,52
STRI,T9,0,2,0,0,0,34,0,0,58
