Image ID,Image name,Annotation status,Points,Acropora cervicornis,Acropora palmata,Agaricia,Bleached Hard Coral,Bleached Other Corals,Colpophylia,Dichocoenia,Diploria spp,Eusmilia,Favia,Hard coral,Isophyllia,Leptoseris,Madracis,Manicina areolata,Meandrina,Montastraea,Mussa angulosa,Mycetophyllia,Oculina,Orbicella,Orbicella annularis,Orbicella faveolata,Orbicella franksi,Phyllangia,Porites asteroides,Porites (branching),Porites colonensis,Porites divaricata,Porites furcata,Porites (massive),Porites porites,Pseudodiploria strigosa,Scolymia,Siderastrea,Solenastrea,Stephanocoenia spp.,Anemone,Benthic Invertebrate,Boring sponge,Diadema antillarum,Echinoderms: Ophiuroids:Brittle / snake stars,Echinoderms: Sea stars,Echinoderms: sea urchin,Echinometra viridis,Encrusting gorgonian,Encrusting sponge,Feather Duster Worms,Millepora,Other invertebrate,Other sessile invertebrates,Sedentary Annelida Polychaeta,Soft Coral,Sponge,Sponge: globular,Sponge (massive),"Sponges: Branching, Rope Forms",Sponges: Erect forms:  Branching,Sponges: Massive forms: Barrels,Tridacna: Giant clam,Tube or Rod Sponge,Tunicate,Zoanthid,Sand,Bare Substrate,Dead coral,Fish,Framer,Rubble,Unknown,CCA (crustose coralline algae),Macroalgae,Macroalgae: Articulated calcareous,Macroalgae: Encrusting: calcareous,Turf Algae (macroalgae)
4127446,CayoRoldan_000m_20190129_T6.JPG,Confirmed,50,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,4.000,6.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,4.000,0.000,0.000,34.000,6.000,0.000,0.000,0.000,0.000,6.000,4.000,0.000,0.000,0.000,0.000,0.000
4860568,CayoRoldan_005m_20170601_T1.JPG,Confirmed,50,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,4.000,0.000,12.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,32.000,10.000,0.000,4.000,0.000,2.000,24.000,0.000,0.000,0.000,0.000,0.000,0.000
4860601,CayoRoldan_005m_20171107_T3.JPG,Confirmed,50,0.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.000,0.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,30.000,6.000,0.000,2.000,0.000,0.000,26.000,0.000,0.000,0.000,0.000,0.000,0.000
4127447,CayoRoldan_005m_20190129_T6.JPG,Confirmed,50,0.000,0.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,8.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,40.000,8.000,0.000,10.000,0.000,0.000,8.000,0.000,0.000,0.000,0.000,0.000,0.000
4209586,CayoRoldan_00m_20230315_T8.JPG,Confirmed,50,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.000,0.000,26.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,8.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24.000,4.000,0.000,8.000,0.000,6.000,4.000,2.000,0.000,0.000,0.000,0.000,0.000
4344765,CayoRoldan_00m_20240130_T9.JPG,Confirmed,50,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,52.000,0.000,0.000,12.000,0.000,4.000,2.000,0.000,0.000,2.000,0.000,2.000,0.000
4860569,CayoRoldan_010m_20170601_T1.JPG,Confirmed,50,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,32.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16.000,34.000,0.000,0.000,0.000,0.000,14.000,0.000,0.000,0.000,0.000,0.000,0.000
4860602,CayoRoldan_010m_20171107_T3.JPG,Confirmed,50,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,6.000,28.000,0.000,4.000,0.000,4.000,24.000,0.000,0.000,0.000,0.000,0.000,0.000
4127448,CayoRoldan_010m_20190129_T6.JPG,Confirmed,50,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,0.000,0.000,12.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.000,0.000,2.000,0.000,0.000,8.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,4.000,0.000,10.000,16.000,0.000,20.000,0.000,0.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000
4860570,CayoRoldan_015m_20170601_T1.JPG,Confirmed,50,0.000,0.000,10.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,2.000,0.000,0.000,8.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,8.000,26.000,0.000,2.000,0.000,4.000,12.000,0.000,0.000,0.000,0.000,0.000,0.000
4860603,CayoRoldan_015m_20171107_T3.JPG,Confirmed,50,0.000,0.000,2.000,0.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,12.000,14.000,0.000,14.000,0.000,2.000,22.000,0.000,0.000,0.000,0.000,0.000,0.000
4127449,CayoRoldan_015m_20190129_T6.JPG,Confirmed,50,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,4.000,0.000,10.000,0.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,2.000,0.000,4.000,14.000,0.000,34.000,0.000,2.000,4.000,0.000,2.000,0.000,0.000,0.000,2.000
4860571,CayoRoldan_020m_20170601_T1.JPG,Confirmed,50,0.000,0.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,4.000,0.000,0.000,0.000,2.000,0.000,24.000,12.000,0.000,4.000,0.000,0.000,14.000,0.000,0.000,0.000,0.000,0.000,0.000
4860604,CayoRoldan_020m_20171107_T3.JPG,Confirmed,50,0.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,8.000,0.000,0.000,0.000,0.000,20.000,12.000,0.000,4.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000,0.000
4127450,CayoRoldan_020m_20190129_T6.JPG,Confirmed,50,0.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,16.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,8.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,0.000,0.000,0.000,2.000,0.000,30.000,18.000,0.000,6.000,0.000,2.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000
4860572,CayoRoldan_025m_20170601_T1.JPG,Confirmed,50,0.000,0.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,26.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,4.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,0.000,0.000,0.000,2.000,0.000,14.000,12.000,0.000,0.000,0.000,0.000,20.000,0.000,0.000,2.000,0.000,0.000,0.000
4860605,CayoRoldan_025m_20171107_T3.JPG,Confirmed,50,0.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,26.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,4.000,0.000,0.000,0.000,0.000,12.000,18.000,0.000,8.000,0.000,0.000,22.000,0.000,0.000,0.000,0.000,0.000,0.000
4127451,CayoRoldan_025m_20190129_T6.JPG,Confirmed,50,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,4.000,0.000,0.000,6.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,12.000,28.000,0.000,10.000,0.000,2.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000
4860573,CayoRoldan_030m_20170601_T1.JPG,Confirmed,50,0.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,42.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,4.000,0.000,0.000,0.000,0.000,0.000,8.000,22.000,0.000,2.000,0.000,4.000,8.000,0.000,0.000,0.000,0.000,0.000,0.000
4860606,CayoRoldan_030m_20171107_T3.JPG,Confirmed,50,0.000,0.000,0.000,2.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,10.000,18.000,0.000,28.000,0.000,4.000,8.000,0.000,0.000,0.000,0.000,0.000,0.000
4127452,CayoRoldan_030m_20190129_T6.JPG,Confirmed,50,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,42.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,6.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,18.000,10.000,0.000,8.000,0.000,2.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000
4860574,CayoRoldan_035m_20170601_T1.JPG,Confirmed,50,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,4.000,0.000,8.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,28.000,22.000,0.000,4.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000
4860607,CayoRoldan_035m_20171107_T3.JPG,Confirmed,50,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,2.000,0.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.000,22.000,0.000,4.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000,0.000
4127453,CayoRoldan_035m_20190129_T6.JPG,Confirmed,50,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,4.000,0.000,4.000,0.000,0.000,2.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.000,0.000,0.000,0.000,0.000,0.000,28.000,12.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,2.000
4860575,CayoRoldan_040m_20170601_T1.JPG,Confirmed,50,0.000,0.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,4.000,0.000,0.000,0.000,0.000,28.000,44.000,0.000,0.000,0.000,2.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000
4860608,CayoRoldan_040m_20171107_T3.JPG,Confirmed,50,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,0.000,0.000,0.000,0.000,0.000,12.000,38.000,0.000,2.000,0.000,2.000,34.000,0.000,0.000,0.000,0.000,0.000,0.000
4127454,CayoRoldan_040m_20190129_T6.JPG,Confirmed,50,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16.000,0.000,0.000,0.000,0.000,0.000,14.000,48.000,0.000,4.000,0.000,0.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000
4860576,CayoRoldan_045m_20170601_T1.JPG,Confirmed,50,0.000,0.000,26.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,6.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16.000,14.000,0.000,2.000,0.000,0.000,30.000,0.000,0.000,0.000,0.000,0.000,0.000
4860609,CayoRoldan_045m_20171107_T3.JPG,Confirmed,50,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.000,26.000,0.000,10.000,0.000,0.000,50.000,0.000,0.000,0.000,0.000,0.000,0.000
4127455,CayoRoldan_045m_20190129_T6.JPG,Confirmed,50,0.000,0.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.000,34.000,0.000,4.000,0.000,0.000,32.000,0.000,0.000,0.000,0.000,0.000,0.000
4860577,CayoRoldan_050m_20170601_T1.JPG,Confirmed,50,0.000,0.000,22.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,0.000,0.000,0.000,0.000,0.000,8.000,20.000,0.000,0.000,0.000,6.000,26.000,0.000,0.000,0.000,0.000,0.000,0.000
4860610,CayoRoldan_050m_20171107_T3.JPG,Confirmed,50,0.000,0.000,12.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,8.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14.000,26.000,0.000,16.000,0.000,0.000,18.000,0.000,0.000,0.000,0.000,0.000,0.000
4127456,CayoRoldan_050m_20190129_T6.JPG,Confirmed,50,0.000,0.000,14.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,6.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,8.000,0.000,0.000,0.000,2.000,0.000,2.000,28.000,0.000,4.000,0.000,2.000,26.000,0.000,0.000,0.000,0.000,0.000,0.000
4209587,CayoRoldan_05m_20230315_T8.JPG,Confirmed,50,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24.000,0.000,0.000,0.000,0.000,0.000,22.000,2.000,0.000,24.000,0.000,0.000,8.000,0.000,0.000,2.000,0.000,0.000,0.000
4344766,CayoRoldan_05m_20240130_T9.JPG,Confirmed,50,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,6.000,0.000,4.000,0.000,0.000,0.000,0.000,12.000,0.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,40.000,0.000,0.000,6.000,0.000,0.000,10.000,2.000,4.000,0.000,0.000,4.000,0.000
4209588,CayoRoldan_10m_20230315_T8.JPG,Confirmed,50,0.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,16.000,16.000,0.000,30.000,0.000,8.000,8.000,0.000,0.000,0.000,0.000,0.000,0.000
4344767,CayoRoldan_10m_20240130_T9.JPG,Confirmed,50,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,40.000,4.000,0.000,10.000,0.000,4.000,30.000,0.000,0.000,2.000,0.000,2.000,0.000
4209589,CayoRoldan_15m_20230315_T8.JPG,Confirmed,50,0.000,0.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14.000,18.000,0.000,28.000,0.000,4.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000
4344768,CayoRoldan_15m_20240130_T9.JPG,Confirmed,50,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,6.000,2.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,42.000,8.000,0.000,4.000,0.000,6.000,16.000,0.000,0.000,0.000,0.000,2.000,0.000
